datetime,machineID,errorID
2015-11-23 10:41:54,81,error3
2015-11-23 12:44:57,67,error2
2015-11-24 01:41:25,81,error2
2015-11-24 06:05:40,22,error4
2015-11-24 06:12:27,96,error4
2015-11-24 21:42:15,10,error2
2015-11-25 16:41:02,86,error4
2015-11-26 12:50:25,14,error5
2015-11-26 21:43:26,2,error5
2015-11-27 00:26:07,72,error3
2015-11-27 00:40:05,5,error1
2015-11-27 02:01:28,46,error2
2015-11-27 09:10:47,23,error2
2015-11-28 12:09:14,25,error5
2015-11-28 12:23:26,3,error5
2015-11-28 19:27:07,68,error1
2015-11-28 23:52:48,14,error2
2015-11-29 00:09:43,23,error4
2015-11-29 11:17:38,86,error4
2015-11-29 12:34:42,27,error2
2015-11-29 17:30:06,51,error3
2015-11-29 18:05:25,92,error3
2015-11-29 18:53:17,14,error5
2015-11-30 11:24:38,42,error1
2015-11-30 16:57:07,20,error4
2015-12-01 01:36:42,51,error3
2015-12-02 05:46:19,36,error2
2015-12-02 14:11:51,72,error1
2015-12-02 23:00:39,59,error1
2015-12-04 09:04:01,2,error5
2015-12-04 12:10:30,19,error3
2015-12-04 15:22:27,16,error1
2015-12-05 05:25:49,77,error2
2015-12-05 11:02:05,61,error4
2015-12-06 07:01:52,26,error1
2015-12-06 10:30:20,9,error5
2015-12-08 13:16:19,97,error1
2015-12-08 23:34:35,5,error2
2015-12-09 23:47:39,68,error5
2015-12-10 19:14:38,88,error3
2015-12-10 19:59:39,65,error3
2015-12-11 04:50:19,91,error5
2015-12-12 06:24:15,22,error5
2015-12-12 11:54:42,9,error3
2015-12-12 15:25:27,83,error4
2015-12-12 18:51:45,69,error4
2015-12-13 14:44:09,52,error1
2015-12-13 15:52:47,18,error2
2015-12-13 17:36:42,89,error1
2015-12-14 14:18:10,40,error3
2015-12-14 15:52:50,31,error2
2015-12-15 03:39:16,72,error5
2015-12-15 20:58:45,39,error5
2015-12-15 21:19:48,18,error1
2015-12-15 22:29:57,12,error4
2015-12-16 05:52:54,67,error3
2015-12-16 11:50:44,59,error5
2015-12-16 14:18:03,82,error4
2015-12-16 15:19:29,49,error5
2015-12-18 00:26:59,41,error3
2015-12-18 02:38:29,24,error1
2015-12-18 14:05:47,67,error2
2015-12-18 14:38:15,91,error2
2015-12-19 00:40:09,63,error3
2015-12-19 01:10:41,1,error3
2015-12-19 06:21:16,3,error3
2015-12-19 09:04:58,72,error1
2015-12-19 20:42:03,9,error1
2015-12-20 09:03:53,10,error1
2015-12-20 12:03:50,51,error1
2015-12-20 19:10:58,37,error4
2015-12-21 01:06:03,3,error5
2015-12-21 15:47:15,99,error2
2015-12-21 19:53:25,90,error2
2015-12-22 07:21:24,71,error1
2015-12-23 05:28:24,49,error3
2015-12-23 21:40:31,8,error3
2015-12-23 22:39:39,46,error3
2015-12-24 08:40:59,20,error1
2015-12-25 03:21:17,9,error5
2015-12-25 16:15:59,91,error4
2015-12-26 02:20:29,89,error3
2015-12-26 13:21:11,74,error2
2015-12-26 19:39:43,53,error1
2015-12-27 19:13:12,26,error3
2015-12-28 04:59:45,52,error5
2015-12-30 10:10:17,24,error2
2015-12-30 16:05:46,59,error1
2015-12-31 00:56:16,15,error3
2015-12-31 06:24:52,52,error4
2015-12-31 11:56:00,22,error4
2015-12-31 20:13:30,40,error1
