datetime,machineID,component,parts_cost_Jt,labor_hours,labor_cost_Jt,total_repair_cost_Jt,downtime_hours,replacement_cost_Jt,is_replacement
2015-03-10 09:42:55,41,comp4,31.66,12.5,9.98,41.64,13.9,109.28,0
2015-03-10 18:14:51,18,comp1,22.84,21.3,17.03,39.87,22.8,89.2,0
2015-03-11 08:22:21,20,comp4,35.6,28.0,22.4,58.01,29.5,88.42,0
2015-03-11 15:45:45,19,comp2,84.55,19.1,15.27,99.83,21.0,51.48,0
2015-03-11 16:30:59,49,comp3,16.44,26.2,20.97,37.41,28.3,135.6,0
2015-03-11 22:15:06,69,comp3,13.27,23.1,18.45,31.72,23.9,137.15,0
2015-03-12 01:35:58,97,comp2,49.73,22.2,17.76,67.49,25.2,86.92,0
2015-03-12 10:49:20,97,comp3,10.15,2.9,2.36,12.51,3.6,139.51,0
2015-03-12 11:36:05,58,comp3,17.64,21.3,17.03,34.66,25.2,116.74,0
2015-03-12 13:50:14,36,comp2,75.62,4.8,3.85,79.47,6.9,161.46,0
2015-03-12 14:52:13,43,comp4,34.62,5.7,4.55,39.18,7.7,92.54,0
2015-03-13 14:23:38,50,comp3,20.0,14.1,11.24,31.25,17.2,58.6,0
2015-03-13 21:43:17,49,comp3,24.31,25.9,20.71,45.02,26.8,74.24,0
2015-03-14 04:00:51,10,comp3,16.37,5.3,4.28,20.64,9.2,93.84,0
2015-03-14 20:23:45,60,comp2,100.98,16.9,13.56,114.54,17.9,62.42,0
2015-03-15 06:22:03,63,comp4,27.73,17.9,14.29,42.02,19.2,140.75,0
2015-03-15 17:08:38,84,comp4,40.47,6.6,5.3,45.77,7.4,102.26,0
2015-03-15 17:58:35,9,comp3,20.66,18.4,14.74,35.4,20.2,146.54,0
2015-03-15 19:39:45,21,comp3,10.15,8.0,6.38,16.53,8.5,98.36,0
2015-03-15 20:09:30,73,comp1,22.72,9.7,7.78,30.5,11.7,64.73,0
2015-03-15 20:52:31,3,comp4,30.33,21.8,17.44,47.77,24.4,112.21,0
2015-03-15 22:44:56,1,comp3,6.9,9.7,7.74,14.64,10.2,75.3,0
2015-03-16 00:37:02,61,comp3,16.73,24.2,19.34,36.08,27.3,97.24,0
2015-03-16 09:17:28,49,comp4,22.72,27.3,21.86,44.58,29.3,73.59,0
2015-03-16 09:44:56,3,comp2,24.22,7.0,5.61,29.83,7.8,132.11,0
2015-03-16 12:04:45,23,comp1,11.56,15.9,12.68,24.25,19.8,140.77,0
2015-03-16 19:00:56,48,comp1,20.62,9.4,7.48,28.1,12.1,91.17,0
2015-03-17 00:06:00,20,comp4,29.62,19.3,15.45,45.07,21.8,106.97,0
2015-03-17 09:18:25,49,comp3,20.42,20.4,16.29,36.7,21.8,94.25,0
2015-03-17 12:16:03,25,comp2,76.0,6.2,5.0,81.0,7.7,166.72,0
2015-03-18 12:30:01,22,comp3,9.56,24.6,19.7,29.26,26.5,65.35,0
2015-03-18 19:48:31,53,comp3,5.71,6.3,5.06,10.77,6.9,119.21,0
2015-03-19 00:34:03,39,comp2,29.56,5.2,4.19,33.75,8.3,97.12,0
2015-03-19 08:01:31,25,comp2,116.92,29.0,23.21,140.13,30.6,166.13,0
2015-03-19 08:50:13,72,comp2,80.36,20.4,16.33,96.69,21.8,62.55,0
2015-03-19 10:10:34,38,comp2,72.87,10.1,8.07,80.94,12.2,139.2,0
2015-03-19 12:09:12,19,comp3,11.4,20.2,16.16,27.56,24.1,95.42,0
2015-03-19 23:32:35,75,comp3,14.29,15.4,12.32,26.6,17.0,128.61,0
2015-03-21 01:18:01,60,comp1,27.6,21.7,17.37,44.97,25.7,100.58,0
2015-03-21 01:39:52,14,comp4,47.78,13.4,10.73,58.51,15.2,79.88,0
2015-03-21 07:50:01,10,comp4,37.26,25.6,20.49,57.75,26.8,134.52,0
2015-03-21 16:39:16,85,comp3,19.16,23.1,18.48,37.64,26.9,161.1,0
2015-03-22 07:50:10,33,comp3,8.59,24.7,19.74,28.34,26.3,42.61,0
2015-03-22 10:50:47,85,comp4,44.67,8.5,6.83,51.5,10.8,124.92,0
2015-03-22 16:43:25,51,comp1,15.65,17.4,13.91,29.56,20.3,48.16,0
2015-03-23 14:03:18,17,comp3,11.88,18.5,14.78,26.66,19.4,52.19,0
2015-03-23 15:02:40,24,comp1,25.98,20.4,16.31,42.29,22.5,53.58,0
2015-03-23 19:12:38,14,comp4,24.85,21.9,17.53,42.38,23.1,104.48,0
2015-03-23 22:53:50,51,comp2,34.32,10.2,8.17,42.49,11.6,116.86,0
2015-03-24 04:49:00,36,comp4,27.96,16.9,13.53,41.49,19.0,75.27,0
2015-03-24 08:58:10,84,comp2,60.65,5.5,4.42,65.07,7.4,145.15,0
2015-03-24 09:06:01,43,comp2,44.58,20.7,16.59,61.17,24.0,112.11,0
2015-03-24 14:52:09,95,comp2,24.49,23.5,18.8,43.29,26.6,57.83,0
2015-03-24 18:44:31,11,comp1,15.11,5.8,4.67,19.79,6.6,125.86,0
2015-03-24 23:50:29,24,comp3,22.66,8.8,7.06,29.72,9.8,59.78,0
2015-03-25 02:11:07,33,comp2,65.01,21.0,16.82,81.83,22.8,89.82,0
2015-03-25 12:09:36,91,comp2,32.8,6.6,5.26,38.06,8.3,92.67,0
2015-03-25 13:11:01,98,comp2,67.07,11.3,9.04,76.11,12.3,44.19,0
2015-03-25 20:48:44,85,comp3,6.48,11.9,9.49,15.97,15.7,111.45,0
2015-03-26 00:51:03,49,comp4,57.6,13.1,10.47,68.07,17.1,97.34,0
2015-03-26 09:06:00,83,comp3,6.23,13.4,10.73,16.95,16.6,91.5,0
2015-03-26 13:07:09,9,comp4,29.24,24.1,19.24,48.48,27.4,166.47,0
2015-03-26 15:34:36,38,comp3,6.16,16.2,12.97,19.13,18.7,79.82,0
2015-03-26 23:44:50,26,comp3,24.27,18.9,15.12,39.4,20.2,49.51,0
2015-03-27 01:16:12,73,comp4,29.02,12.8,10.21,39.24,15.4,163.93,0
2015-03-27 05:09:28,36,comp4,35.91,21.5,17.22,53.13,25.3,137.3,0
2015-03-27 23:17:30,79,comp2,25.23,4.9,3.89,29.12,7.5,106.61,0
2015-03-28 00:59:36,88,comp1,11.97,10.6,8.45,20.42,13.4,91.64,0
2015-03-28 01:25:41,46,comp3,15.05,5.6,4.46,19.51,6.2,155.81,0
2015-03-28 09:13:57,19,comp1,26.13,17.5,13.98,40.11,18.8,77.67,0
2015-03-28 13:47:53,20,comp2,61.15,31.0,24.83,85.98,31.6,112.97,0
2015-03-29 01:54:07,38,comp1,19.75,19.7,15.75,35.5,20.5,69.28,0
2015-03-29 02:06:49,95,comp3,11.22,14.7,11.76,22.98,15.3,158.27,0
2015-03-29 05:48:09,25,comp2,99.02,22.7,18.16,117.18,25.7,92.08,0
2015-03-29 06:21:42,60,comp2,81.28,4.7,3.79,85.07,6.5,114.69,0
2015-03-29 07:22:33,53,comp1,13.86,14.6,11.69,25.54,18.6,87.77,0
2015-03-29 14:52:52,77,comp1,13.44,9.8,7.85,21.28,10.4,136.18,0
2015-03-29 19:57:19,96,comp2,67.99,15.2,12.12,80.11,19.1,78.44,0
2015-03-30 08:17:48,49,comp2,78.89,4.8,3.83,82.71,5.5,89.59,0
2015-03-30 08:19:32,67,comp3,23.23,26.2,20.96,44.19,27.8,117.74,0
2015-03-30 09:20:37,20,comp2,90.12,9.7,7.77,97.89,11.2,103.33,0
2015-03-30 17:42:52,91,comp1,29.78,25.3,20.28,50.06,26.9,129.18,0
2015-03-30 21:43:48,57,comp4,46.1,17.8,14.25,60.35,21.3,99.34,0
2015-03-31 08:51:31,73,comp2,84.2,13.1,10.5,94.71,14.0,72.0,0
2015-03-31 12:46:13,48,comp1,10.94,17.8,14.2,25.14,19.0,44.75,0
2015-03-31 19:30:47,32,comp3,15.07,12.3,9.82,24.89,16.0,100.09,0
2015-03-31 21:30:53,52,comp4,32.19,14.3,11.46,43.66,14.9,105.95,0
2015-04-01 04:09:11,70,comp2,17.36,8.8,7.04,24.39,11.9,83.5,0
2015-04-01 11:42:18,85,comp4,26.52,19.3,15.41,41.93,22.2,110.28,0
2015-04-01 15:40:03,52,comp2,49.19,8.1,6.51,55.7,10.5,126.52,0
2015-04-01 16:57:35,63,comp1,24.91,21.3,17.04,41.96,24.6,69.58,0
2015-04-01 19:22:41,78,comp2,18.16,13.2,10.55,28.71,16.3,97.98,0
2015-04-02 01:38:18,32,comp4,16.33,5.7,4.56,20.89,6.4,51.05,0
2015-04-02 04:13:02,67,comp4,52.47,29.1,23.28,75.75,30.2,70.59,0
2015-04-02 04:29:41,81,comp3,16.68,19.6,15.66,32.34,23.3,79.06,0
2015-04-02 05:08:02,25,comp2,98.96,20.1,16.06,115.03,21.3,96.59,0
2015-04-02 08:15:33,10,comp4,24.9,30.2,24.12,49.02,32.1,177.29,0
2015-04-02 16:43:45,83,comp3,13.66,18.9,15.1,28.76,19.6,75.41,0
2015-04-02 19:12:59,6,comp1,13.1,7.9,6.34,19.44,11.1,80.7,0
2015-04-02 22:33:06,18,comp3,19.9,6.7,5.33,25.23,8.2,138.41,0
2015-04-03 02:55:02,72,comp2,69.14,23.9,19.08,88.22,25.0,71.29,0
2015-04-03 09:40:59,86,comp3,11.64,15.7,12.57,24.2,17.9,157.77,0
2015-04-03 15:24:00,38,comp3,10.54,21.0,16.8,27.34,24.4,113.45,0
2015-04-03 16:42:51,10,comp4,30.64,7.4,5.9,36.53,8.4,136.44,0
2015-04-03 17:49:44,63,comp1,13.98,18.5,14.82,28.81,19.5,107.66,0
2015-04-03 21:55:59,32,comp2,28.33,7.4,5.93,34.25,9.0,148.04,0
2015-04-03 22:24:50,60,comp2,43.94,19.0,15.24,59.18,22.9,71.37,0
2015-04-04 03:42:19,51,comp1,25.7,20.0,16.0,41.71,23.6,128.26,0
2015-04-04 07:58:53,45,comp1,20.38,9.4,7.52,27.9,10.4,139.7,0
2015-04-04 12:41:46,69,comp1,10.39,15.8,12.63,23.01,18.8,129.97,0
2015-04-04 17:36:05,45,comp4,15.76,5.2,4.18,19.94,6.9,41.27,0
2015-04-05 07:31:13,39,comp2,76.19,14.8,11.83,88.02,16.8,71.52,0
2015-04-05 11:46:06,46,comp1,19.47,24.9,19.95,39.42,27.8,96.5,0
2015-04-05 14:13:35,85,comp4,18.03,20.0,16.02,34.05,23.6,42.58,0
2015-04-05 15:44:12,61,comp3,22.87,13.1,10.52,33.38,17.0,166.57,0
2015-04-05 16:58:19,42,comp1,26.64,8.7,6.96,33.6,9.6,41.91,0
2015-04-05 18:05:59,25,comp2,32.84,30.2,24.14,56.98,31.0,142.66,0
2015-04-05 20:05:06,68,comp3,9.74,5.3,4.22,13.96,7.9,131.14,0
2015-04-05 20:53:44,12,comp1,36.45,15.7,12.59,49.04,18.5,152.52,0
2015-04-06 02:05:52,25,comp3,21.55,19.6,15.7,37.26,20.8,127.12,0
2015-04-06 08:10:50,42,comp1,10.92,6.3,5.05,15.97,8.6,110.39,0
2015-04-06 14:53:36,10,comp3,13.34,28.9,23.09,36.43,30.9,84.61,0
2015-04-07 00:26:28,31,comp2,67.3,13.1,10.51,77.82,13.9,119.37,0
2015-04-07 00:50:50,38,comp4,42.9,14.8,11.84,54.74,15.4,68.27,0
2015-04-07 09:05:10,19,comp2,38.42,6.3,5.06,43.48,7.6,99.38,0
2015-04-07 09:18:26,50,comp3,12.29,24.3,19.42,31.71,25.3,70.28,0
2015-04-07 18:41:46,27,comp1,14.32,13.9,11.14,25.47,15.8,34.76,0
2015-04-07 21:47:08,17,comp2,21.15,11.5,9.21,30.36,12.2,43.98,0
2015-04-08 00:21:53,4,comp3,11.47,15.8,12.64,24.11,16.8,85.42,0
2015-04-08 03:05:03,72,comp3,24.1,23.1,18.46,42.56,23.7,158.51,0
2015-04-08 05:35:52,57,comp1,20.47,18.0,14.44,34.91,20.4,56.97,0
2015-04-08 08:00:39,73,comp1,23.83,19.6,15.65,39.47,20.2,174.78,0
2015-04-08 08:15:59,86,comp2,33.91,10.5,8.36,42.27,12.7,140.92,0
2015-04-08 12:37:10,14,comp2,85.62,16.4,13.15,98.76,17.3,57.1,0
2015-04-08 15:15:07,48,comp3,7.58,17.7,14.17,21.75,21.7,98.21,0
2015-04-08 23:20:27,37,comp4,31.02,9.3,7.47,38.49,9.9,73.93,0
2015-04-09 00:31:40,59,comp1,16.27,14.5,11.64,27.9,16.0,149.82,0
2015-04-09 01:16:08,50,comp4,52.56,28.6,22.9,75.47,31.2,155.55,0
2015-04-09 15:14:25,70,comp4,14.48,9.8,7.81,22.3,13.5,121.53,0
2015-04-09 22:11:09,21,comp3,10.23,17.4,13.91,24.14,19.4,44.83,0
2015-04-09 23:44:42,91,comp4,51.52,15.2,12.13,63.64,16.4,89.34,0
2015-04-10 03:49:02,70,comp2,58.36,4.5,3.59,61.96,7.7,104.8,0
2015-04-10 19:08:05,77,comp2,64.86,17.6,14.11,78.97,18.7,179.01,0
2015-04-11 08:01:08,43,comp2,31.69,19.9,15.96,47.64,23.4,123.5,0
2015-04-11 15:50:25,31,comp3,6.5,13.2,10.54,17.04,16.4,105.72,0
2015-04-12 00:49:57,36,comp3,16.02,15.4,12.33,28.35,17.9,82.15,0
2015-04-12 06:30:44,10,comp4,23.15,13.1,10.51,33.66,14.9,166.94,0
2015-04-12 10:42:07,20,comp3,18.73,11.2,8.95,27.69,12.8,56.65,0
2015-04-12 17:36:00,15,comp4,29.66,6.3,5.04,34.7,9.5,63.28,0
2015-04-12 19:31:17,77,comp1,24.46,11.0,8.81,33.27,14.8,60.77,0
2015-04-13 12:30:29,14,comp4,35.38,16.1,12.85,48.23,20.0,76.2,0
2015-04-13 16:55:57,77,comp2,31.21,11.9,9.56,40.77,14.1,113.58,0
2015-04-13 17:00:03,13,comp3,9.91,3.3,2.68,12.59,4.0,103.01,0
2015-04-13 17:49:40,52,comp1,19.04,11.9,9.53,28.56,14.1,156.54,0
2015-04-13 18:40:50,51,comp4,52.66,26.6,21.24,73.9,28.7,62.86,0
2015-04-13 22:11:28,66,comp3,7.44,15.7,12.55,19.99,18.6,113.34,0
2015-04-13 23:52:17,8,comp4,36.33,4.7,3.78,40.11,7.3,132.85,0
2015-04-14 01:24:16,86,comp4,28.64,7.3,5.85,34.49,8.4,80.7,0
2015-04-14 02:19:33,20,comp3,10.37,17.5,14.02,24.39,18.3,93.85,0
2015-04-14 03:42:24,10,comp1,32.15,19.8,15.81,47.96,21.2,48.89,0
2015-04-14 03:52:26,54,comp2,37.56,17.2,13.74,51.3,18.4,72.01,0
2015-04-14 14:48:34,19,comp1,13.06,11.3,9.02,22.08,12.5,104.0,0
2015-04-14 17:08:40,60,comp3,17.15,29.1,23.3,40.45,31.8,52.85,0
2015-04-14 18:13:46,61,comp3,20.97,9.4,7.5,28.47,13.2,58.5,0
2015-04-14 20:47:36,97,comp2,45.19,17.2,13.8,58.98,18.5,86.83,0
2015-04-15 05:37:39,42,comp3,10.26,10.0,8.01,18.26,11.8,116.67,0
2015-04-15 21:21:01,41,comp3,5.95,12.2,9.79,15.74,14.0,108.31,0
2015-04-16 05:07:26,48,comp3,12.38,10.7,8.53,20.91,11.7,42.11,0
2015-04-16 12:34:06,32,comp1,25.65,15.6,12.48,38.13,19.2,67.96,0
2015-04-16 16:10:56,99,comp2,71.97,9.6,7.69,79.66,12.2,59.33,0
2015-04-16 17:31:06,57,comp1,37.13,23.6,18.88,56.01,25.8,154.84,0
2015-04-16 18:28:09,14,comp3,18.99,24.7,19.79,38.78,28.2,154.49,0
2015-04-16 20:08:20,77,comp4,52.07,29.1,23.28,75.34,30.8,93.95,0
2015-04-16 23:56:29,36,comp4,36.94,9.0,7.19,44.13,12.5,61.5,0
2015-04-17 02:05:58,99,comp2,66.44,22.4,17.93,84.37,25.2,157.02,0
2015-04-17 03:03:52,97,comp4,28.84,5.2,4.12,32.97,6.1,42.99,0
2015-04-17 04:30:17,61,comp1,18.32,20.9,16.75,35.07,21.9,70.41,0
2015-04-17 12:46:00,49,comp1,21.74,17.3,13.84,35.58,18.0,184.51,0
2015-04-17 14:20:33,73,comp4,49.11,21.6,17.26,66.37,24.2,64.75,0
2015-04-17 15:26:01,32,comp2,50.75,12.1,9.68,60.44,15.1,59.94,0
2015-04-18 03:24:05,84,comp4,43.03,3.2,2.57,45.6,4.1,126.75,0
2015-04-18 06:48:44,61,comp4,44.64,25.6,20.47,65.12,27.5,169.0,0
2015-04-18 07:00:35,44,comp4,19.93,10.7,8.58,28.51,12.8,112.51,0
2015-04-18 09:09:47,49,comp4,59.25,8.0,6.43,65.68,10.7,135.21,0
2015-04-18 10:50:47,14,comp2,84.52,13.5,10.78,95.3,15.3,82.61,0
2015-04-18 16:23:19,86,comp2,74.6,23.1,18.46,93.06,23.7,177.99,0
2015-04-19 00:36:25,58,comp3,13.07,15.4,12.33,25.39,16.8,100.11,0
2015-04-19 01:32:22,37,comp1,17.07,4.5,3.6,20.67,5.5,46.0,0
2015-04-19 04:13:44,4,comp4,24.02,10.3,8.26,32.28,12.1,47.16,0
2015-04-19 04:26:38,96,comp2,29.08,6.4,5.1,34.18,10.1,163.99,0
2015-04-19 04:46:07,20,comp4,28.8,4.3,3.46,32.26,5.4,158.83,0
2015-04-19 07:47:58,42,comp4,24.8,17.5,14.02,38.81,19.4,119.45,0
2015-04-19 09:38:00,20,comp1,33.15,24.4,19.56,52.71,25.9,53.86,0
2015-04-19 15:22:01,83,comp2,32.25,18.2,14.56,46.8,19.0,68.79,0
2015-04-20 10:09:31,14,comp1,25.28,22.2,17.76,43.05,25.6,148.05,0
2015-04-20 19:07:34,52,comp2,37.07,15.1,12.05,49.11,16.1,85.44,0
2015-04-20 21:44:20,49,comp4,36.3,12.9,10.32,46.61,16.5,87.73,0
2015-04-21 00:02:54,100,comp4,36.66,18.4,14.71,51.37,19.9,76.14,0
2015-04-21 05:04:51,25,comp3,10.41,16.9,13.53,23.94,19.5,60.62,0
2015-04-21 10:14:04,50,comp3,24.29,6.3,5.05,29.35,10.1,106.44,0
2015-04-21 16:16:30,12,comp4,45.92,16.7,13.38,59.3,20.2,163.05,0
2015-04-21 23:10:45,32,comp1,22.55,16.4,13.15,35.7,17.8,143.58,0
2015-04-22 03:31:22,73,comp4,48.43,12.7,10.2,58.62,15.9,153.58,0
2015-04-22 10:13:46,24,comp2,61.91,12.5,10.03,71.94,16.5,181.76,0
2015-04-22 14:33:59,67,comp2,60.64,19.0,15.23,75.87,20.3,63.79,0
2015-04-22 16:54:01,95,comp4,35.19,21.8,17.41,52.6,24.9,64.02,0
2015-04-22 16:55:17,71,comp4,20.58,9.4,7.48,28.06,11.5,99.73,0
2015-04-22 20:37:34,60,comp1,23.31,12.0,9.63,32.94,15.3,79.15,0
2015-04-22 21:19:55,52,comp4,48.03,18.2,14.58,62.61,22.0,146.04,0
2015-04-22 22:23:04,59,comp2,36.28,23.3,18.67,54.96,26.0,163.09,0
2015-04-23 02:02:44,56,comp1,20.01,14.0,11.18,31.18,15.8,77.77,0
2015-04-24 02:44:00,52,comp3,12.34,4.3,3.42,15.76,6.4,59.25,0
2015-04-24 08:20:48,61,comp3,19.18,7.6,6.09,25.27,10.8,161.97,0
2015-04-24 10:54:39,49,comp4,29.27,19.1,15.24,44.51,23.0,81.83,0
2015-04-24 22:23:09,68,comp1,24.73,5.8,4.68,29.41,7.5,68.64,0
2015-04-25 12:38:46,90,comp2,56.69,28.9,23.12,79.82,29.8,166.0,0
2015-04-25 14:37:43,75,comp1,25.26,18.1,14.44,39.7,21.0,142.24,0
2015-04-25 14:55:03,77,comp2,46.3,27.8,22.27,68.57,30.5,48.33,0
2015-04-25 15:45:00,72,comp3,8.52,12.4,9.95,18.47,15.6,131.04,0
2015-04-25 19:42:22,23,comp4,26.73,14.6,11.66,38.39,16.8,42.92,0
2015-04-25 21:43:49,72,comp2,47.12,6.2,4.99,52.11,7.5,149.51,0
2015-04-26 01:13:01,49,comp2,105.39,20.0,15.97,121.36,23.6,82.72,0
2015-04-26 05:31:02,9,comp2,86.51,21.6,17.29,103.81,24.8,159.58,0
2015-04-26 11:31:55,51,comp1,17.86,30.8,24.68,42.54,32.1,108.16,0
2015-04-26 22:44:31,62,comp1,18.89,7.7,6.18,25.07,10.9,59.12,0
2015-04-26 23:16:17,34,comp2,53.18,4.7,3.73,56.91,5.4,55.72,0
2015-04-27 06:24:43,12,comp3,15.69,16.5,13.19,28.87,18.6,82.46,0
2015-04-27 07:13:34,68,comp3,18.02,6.2,4.97,22.99,9.0,106.56,0
2015-04-27 15:12:23,22,comp4,21.8,22.5,18.0,39.8,24.1,183.94,0
2015-04-27 21:03:22,23,comp2,50.46,13.7,10.99,61.45,16.0,128.82,0
2015-04-28 02:57:15,39,comp1,20.14,26.4,21.09,41.23,29.2,155.5,0
2015-04-28 03:23:54,89,comp4,16.82,3.2,2.54,19.35,4.5,147.97,0
2015-04-28 07:58:41,72,comp3,11.24,19.8,15.83,27.07,21.8,141.31,0
2015-04-28 08:36:59,80,comp1,13.04,8.5,6.8,19.84,11.9,127.08,0
2015-04-28 09:20:17,49,comp3,11.88,25.6,20.5,32.38,27.8,68.23,0
2015-04-28 11:39:50,12,comp3,9.85,30.2,24.18,34.03,33.7,142.3,0
2015-04-28 23:57:08,50,comp2,33.21,4.9,3.92,37.14,8.0,164.41,0
2015-04-29 00:19:11,24,comp4,23.79,24.0,19.2,43.0,26.3,94.32,0
2015-04-29 02:20:07,56,comp2,28.04,10.3,8.22,36.26,11.4,134.33,0
2015-04-29 04:53:00,81,comp3,10.74,19.9,15.89,26.63,21.4,68.82,0
2015-04-29 12:35:06,20,comp1,33.41,17.8,14.24,47.66,20.0,92.82,0
2015-04-29 14:21:00,51,comp1,23.29,27.3,21.85,45.14,30.4,172.4,0
2015-04-29 22:02:49,46,comp2,62.1,6.7,5.37,67.48,9.7,163.46,0
2015-04-30 01:56:00,48,comp4,32.61,18.7,14.93,47.54,21.9,129.31,0
2015-04-30 11:08:59,55,comp4,16.33,4.4,3.56,19.89,7.8,43.02,0
2015-04-30 17:10:33,16,comp3,14.06,9.0,7.16,21.22,10.4,38.27,0
2015-04-30 23:27:47,75,comp3,9.27,9.5,7.63,16.9,13.2,143.45,0
2015-04-30 23:56:45,97,comp4,32.41,11.4,9.14,41.55,14.8,66.29,0
2015-05-01 13:19:08,25,comp3,15.52,12.2,9.73,25.25,15.7,62.71,0
2015-05-01 16:24:04,60,comp4,54.9,6.5,5.2,60.11,7.4,63.04,0
2015-05-01 19:05:34,39,comp3,13.67,21.1,16.92,30.59,22.2,176.79,0
2015-05-02 00:40:14,98,comp3,11.83,12.0,9.64,21.47,14.6,62.35,0
2015-05-02 03:39:08,39,comp4,28.22,21.7,17.38,45.6,23.2,107.46,0
2015-05-02 08:14:05,95,comp1,17.4,15.5,12.43,29.84,19.2,131.78,0
2015-05-02 08:55:50,91,comp3,7.82,20.4,16.34,24.16,23.7,99.08,0
2015-05-02 09:09:42,91,comp3,9.94,22.9,18.34,28.28,24.9,127.37,0
2015-05-02 19:00:31,9,comp1,14.18,9.9,7.95,22.13,10.8,145.3,0
2015-05-02 19:41:04,20,comp4,35.24,12.4,9.91,45.15,15.1,100.85,0
2015-05-02 21:54:21,22,comp2,83.23,29.9,23.91,107.14,30.6,64.52,0
2015-05-03 00:24:21,10,comp4,49.43,20.3,16.22,65.65,24.2,157.2,0
2015-05-03 03:30:44,59,comp3,11.64,7.3,5.84,17.48,9.6,160.69,0
2015-05-03 13:07:12,48,comp1,7.89,10.7,8.55,16.45,12.3,108.07,0
2015-05-03 18:59:06,11,comp1,17.72,13.1,10.45,28.18,15.5,65.73,0
2015-05-03 20:46:50,10,comp1,35.55,12.3,9.81,45.37,16.0,127.28,0
2015-05-03 23:29:45,67,comp3,22.93,21.2,16.99,39.92,23.7,124.31,0
2015-05-04 05:25:52,29,comp4,27.79,12.9,10.32,38.1,15.7,65.73,0
2015-05-04 13:37:05,63,comp2,46.5,11.0,8.8,55.31,11.8,40.65,0
2015-05-05 03:54:32,32,comp4,42.35,10.4,8.28,50.63,13.6,131.3,0
2015-05-05 16:28:47,59,comp4,63.47,8.0,6.38,69.85,9.5,134.23,0
2015-05-05 23:10:56,63,comp4,37.15,24.0,19.23,56.37,27.1,44.89,0
2015-05-06 02:17:59,89,comp4,36.57,22.3,17.83,54.4,24.4,110.64,0
2015-05-06 03:34:49,24,comp2,89.97,18.2,14.58,104.55,22.1,180.21,0
2015-05-06 04:05:47,42,comp4,43.24,11.7,9.38,52.62,12.8,85.75,0
2015-05-06 04:15:17,57,comp3,10.0,30.7,24.58,34.58,31.6,90.92,0
2015-05-06 13:07:48,59,comp2,77.14,5.0,4.03,81.17,7.5,144.43,0
2015-05-06 17:46:07,86,comp2,53.2,23.9,19.11,72.32,27.0,160.49,0
2015-05-06 23:23:27,68,comp1,17.89,6.8,5.47,23.36,8.2,159.51,0
2015-05-07 05:21:05,43,comp4,27.87,13.4,10.72,38.6,16.3,102.02,0
2015-05-07 06:56:52,90,comp4,37.08,5.0,3.97,41.05,5.5,109.67,0
2015-05-07 16:14:42,23,comp2,34.9,7.9,6.32,41.22,9.3,64.79,0
2015-05-07 21:14:34,75,comp2,31.88,7.9,6.31,38.18,8.7,110.52,0
2015-05-07 22:25:25,36,comp4,19.72,23.5,18.83,38.55,24.5,160.97,0
2015-05-08 03:08:52,36,comp2,60.39,27.7,22.17,82.57,29.9,55.54,0
2015-05-08 09:14:24,79,comp3,6.08,3.7,2.98,9.06,5.0,104.68,0
2015-05-08 11:37:23,20,comp3,16.01,12.1,9.69,25.71,13.9,138.28,0
2015-05-08 14:23:49,85,comp3,10.62,7.9,6.3,16.92,9.0,146.1,0
2015-05-08 14:27:11,67,comp3,22.59,9.5,7.59,30.18,12.2,71.01,0
2015-05-09 00:31:23,94,comp2,22.85,3.2,2.56,25.42,5.7,114.24,0
2015-05-09 01:59:34,59,comp3,21.74,7.5,5.96,27.7,8.9,51.89,0
2015-05-09 05:41:14,22,comp2,52.1,28.8,23.04,75.13,31.5,109.27,0
2015-05-09 11:11:54,47,comp2,46.19,14.8,11.82,58.01,17.3,47.42,0
2015-05-09 12:02:17,33,comp4,25.8,14.0,11.18,36.98,14.6,91.79,0
2015-05-09 14:32:25,20,comp1,18.14,17.8,14.22,32.36,21.5,76.19,0
2015-05-09 22:24:53,64,comp3,6.32,3.9,3.14,9.47,7.5,98.97,0
2015-05-10 00:11:34,19,comp3,11.32,16.5,13.22,24.54,18.2,138.69,0
2015-05-10 02:33:53,63,comp4,15.2,19.8,15.84,31.04,21.3,80.71,0
2015-05-10 10:39:33,59,comp3,9.28,31.8,25.46,34.74,33.5,86.13,0
2015-05-10 12:31:50,85,comp2,48.18,3.5,2.83,51.02,4.2,101.47,0
2015-05-10 12:58:20,14,comp3,20.9,13.2,10.55,31.44,13.9,159.23,0
2015-05-11 04:10:51,25,comp2,112.93,5.7,4.56,117.49,7.3,53.75,0
2015-05-11 10:19:33,32,comp3,6.56,17.7,14.15,20.71,20.1,146.95,0
2015-05-11 12:57:15,36,comp3,21.68,12.6,10.1,31.78,15.5,79.94,0
2015-05-12 11:37:09,66,comp2,45.91,16.4,13.12,59.03,18.8,59.41,0
2015-05-12 13:03:17,77,comp3,18.45,18.7,14.99,33.45,21.8,51.46,0
2015-05-12 15:04:17,91,comp1,21.37,13.8,11.08,32.44,14.4,124.99,0
2015-05-12 18:31:46,2,comp4,36.8,9.0,7.2,44.0,12.6,47.47,0
2015-05-12 23:23:43,97,comp3,16.89,6.5,5.16,22.06,9.5,52.07,0
2015-05-12 23:52:00,61,comp1,24.93,16.8,13.44,38.37,19.3,123.61,0
2015-05-13 04:11:16,43,comp3,9.12,15.1,12.09,21.21,18.5,81.8,0
